d,v
2015-10-09,18.0
2015-10-13,18.0
2015-10-14,18.0
2015-10-15,18.0
2015-10-16,18.0
2015-10-19,18.0
2015-10-20,18.0
2015-10-21,18.0
2015-10-22,18.0
2015-10-23,18.0
2015-10-26,18.0
2015-10-27,21.0
2015-10-28,21.0
2015-10-29,21.0
2015-10-30,21.0
2015-11-02,21.0
2015-11-03,21.0
2015-11-04,21.0
2015-11-05,21.0
2015-11-09,21.0
2015-11-10,21.0
2015-11-11,21.0
2015-11-12,21.0
2015-11-13,21.0
2015-11-16,21.0
2015-11-17,21.0
2015-11-18,21.0
2015-11-19,21.0
2015-11-20,21.0
2015-11-23,21.0
2015-11-24,21.0
2015-11-25,21.0
2015-11-26,21.0
2015-11-30,21.0
2015-12-01,21.0
2015-12-02,21.0
2015-12-03,21.0
2015-12-04,21.0
2015-12-09,21.0
2015-12-10,21.0
2015-12-11,21.0
2015-12-14,21.0
2015-12-15,21.0
2015-12-16,21.0
2015-12-17,21.0
2015-12-18,21.0
2015-12-21,21.0
2015-12-22,21.0
2015-12-23,21.0
2015-12-24,21.0
2015-12-28,21.0
2015-12-29,21.0
2015-12-30,18.0
2015-12-31,18.0
2016-01-04,18.0
2016-01-05,18.0
2016-01-06,18.0
2016-01-07,18.0
2016-01-08,18.0
2016-01-11,18.0
2016-01-12,18.0
2016-01-13,18.0
2016-01-14,18.0
2016-01-15,18.0
2016-01-18,18.0
2016-01-19,18.0
2016-01-20,18.0
2016-01-21,18.0
2016-01-22,18.0
2016-01-25,18.0
2016-01-26,18.0
2016-01-27,18.0
2016-01-28,18.0
2016-01-29,18.0
2016-02-01,18.0
2016-02-02,18.0
2016-02-03,18.0
2016-02-04,18.0
2016-02-05,18.0
2016-02-10,18.0
2016-02-11,18.0
2016-02-12,18.0
2016-02-15,18.0
2016-02-16,18.0
2016-02-17,18.0
2016-02-18,18.0
2016-02-19,18.0
2016-02-22,18.0
2016-02-23,18.0
2016-02-24,18.0
2016-02-25,18.0
2016-02-26,18.0
2016-02-29,25.0
2016-03-01,25.0
2016-03-02,28.0
2016-03-03,28.0
2016-03-04,28.0
2016-03-07,28.0
2016-03-08,28.0
2016-03-09,28.0
2016-03-10,29.0
2016-03-11,29.0
2016-03-14,29.0
2016-03-15,29.0
2016-03-16,29.0
2016-03-17,29.0
2016-03-18,29.0
2016-03-21,29.0
2016-03-22,29.0
2016-03-23,29.0
2016-03-28,29.0
2016-03-29,29.0
2016-03-30,30.0
2016-03-31,30.0
2016-04-01,30.0
2016-04-04,30.0
2016-04-05,30.0
2016-04-06,30.0
2016-04-07,30.0
2016-04-08,30.0
2016-04-11,30.0
2016-04-12,30.0
2016-04-13,30.0
2016-04-14,30.0
2016-04-15,30.0
2016-04-18,30.0
2016-04-19,30.0
2016-04-20,30.0
2016-04-21,30.0
2016-04-22,30.0
2016-04-25,30.0
2016-04-26,30.0
2016-04-27,30.0
2016-04-28,30.0
2016-04-29,30.0
2016-05-02,30.0
2016-05-03,30.0
2016-05-04,30.0
2016-05-05,30.0
2016-05-06,30.0
2016-05-09,30.0
2016-05-10,30.0
2016-05-11,30.0
2016-05-12,30.0
2016-05-13,30.0
2016-05-16,30.0
2016-05-17,30.0
2016-05-18,30.0
2016-05-19,30.0
2016-05-20,30.0
2016-05-23,30.0
2016-05-24,30.0
2016-05-26,30.0
2016-05-27,30.0
2016-05-30,30.0
2016-05-31,30.0
2016-06-01,30.0
2016-06-02,30.0
2016-06-03,30.0
2016-06-06,30.0
2016-06-07,30.0
2016-06-08,29.0
2016-06-09,29.0
2016-06-10,29.0
2016-06-13,29.0
2016-06-14,29.0
2016-06-15,28.0
2016-06-16,28.0
2016-06-21,28.0
2016-06-22,27.25
2016-06-23,27.25
2016-06-24,27.25
2016-06-27,27.25
2016-06-28,27.25
2016-06-29,26.5
2016-06-30,26.5
2016-07-01,26.5
2016-07-04,26.5
2016-07-05,26.5
2016-07-06,26.0
2016-07-07,26.0
2016-07-11,26.0
2016-07-12,26.0
2016-07-13,26.0
2016-07-14,26.0
2016-07-15,26.0
2016-07-18,26.0
2016-07-19,26.0
2016-07-20,26.0
2016-07-21,26.0
2016-07-22,26.0
2016-07-25,26.0
2016-07-26,26.0
2016-07-27,26.0
2016-07-28,26.0
2016-07-29,26.0
2016-08-01,26.0
2016-08-02,26.0
2016-08-03,25.75
2016-08-04,25.75
2016-08-05,25.75
2016-08-08,25.75
2016-08-09,25.75
2016-08-10,25.5
2016-08-11,25.5
2016-08-12,25.5
2016-08-16,25.5
2016-08-17,25.0
2016-08-18,25.0
2016-08-19,25.0
2016-08-22,25.0
2016-08-23,25.0
2016-08-24,24.5
2016-08-25,24.5
2016-08-26,24.5
2016-08-29,24.5
2016-08-30,24.5
2016-08-31,24.0
2016-09-01,24.0
2016-09-02,24.0
2016-09-05,24.0
2016-09-06,24.0
2016-09-07,23.5
2016-09-08,23.5
2016-09-09,23.5
2016-09-12,23.5
2016-09-13,23.5
2016-09-14,23.0
2016-09-15,23.0
2016-09-16,23.0
2016-09-19,23.0
2016-09-20,23.0
2016-09-21,22.5
2016-09-22,22.5
2016-09-23,22.5
2016-09-26,22.5
2016-09-27,22.5
2016-09-28,22.5
2016-09-29,22.5
2016-09-30,22.5
2016-10-03,22.5
2016-10-04,22.5
2016-10-05,22.5
2016-10-06,22.5
2016-10-07,22.5
2016-10-11,22.5
2016-10-12,22.5
2016-10-13,22.5
2016-10-14,22.5
2016-10-17,22.5
2016-10-18,22.5
2016-10-19,22.5
2016-10-20,22.5
2016-10-21,22.5
2016-10-24,22.5
2016-10-25,22.5
2016-10-26,22.5
2016-10-27,22.5
2016-10-28,22.5
2016-10-31,22.5
2016-11-01,22.5
2016-11-02,22.5
2016-11-03,22.5
2016-11-04,22.5
2016-11-07,22.5
2016-11-08,22.5
2016-11-09,22.25
2016-11-10,22.25
2016-11-11,22.25
2016-11-14,22.25
2016-11-15,22.25
2016-11-16,21.75
2016-11-17,21.75
2016-11-18,21.75
2016-11-21,21.75
2016-11-22,21.75
2016-11-23,21.25
2016-11-24,21.25
2016-11-25,21.25
2016-11-29,21.25
2016-11-30,20.75
2016-12-01,20.75
2016-12-02,20.75
2016-12-05,20.75
2016-12-06,20.75
2016-12-07,21.75
2016-12-12,21.75
2016-12-13,21.75
2016-12-14,22.25
2016-12-15,22.25
2016-12-16,22.25
2016-12-19,22.25
2016-12-20,22.25
2016-12-21,22.75
2016-12-22,22.75
2016-12-23,22.75
2016-12-26,22.75
2016-12-27,22.75
2016-12-28,22.75
2016-12-29,22.75
2016-12-30,22.75
2017-01-02,22.75
2017-01-03,22.75
2017-01-04,22.75
2017-01-05,22.75
2017-01-06,22.75
2017-01-09,22.75
2017-01-10,22.75
2017-01-11,22.75
2017-01-12,22.75
2017-01-13,22.75
2017-01-16,22.75
2017-01-17,22.75
2017-01-18,22.75
2017-01-19,22.75
2017-01-20,22.75
2017-01-23,22.75
2017-01-24,22.75
2017-01-25,22.75
2017-01-26,22.75
2017-01-27,22.75
2017-01-30,22.75
2017-01-31,22.75
2017-02-01,22.75
2017-02-02,22.75
2017-02-03,22.75
2017-02-06,22.75
2017-02-07,22.75
2017-02-08,22.75
2017-02-09,22.75
2017-02-10,22.75
2017-02-13,22.75
2017-02-14,22.75
2017-02-15,22.75
2017-02-16,22.75
2017-02-17,22.75
2017-02-20,22.75
2017-02-21,22.75
2017-02-22,22.75
2017-02-23,22.75
2017-02-24,22.75
2017-03-01,22.75
2017-03-02,22.75
2017-03-03,22.75
2017-03-06,22.75
2017-03-07,22.75
2017-03-08,22.75
2017-03-09,22.75
2017-03-10,22.75
2017-03-13,22.75
2017-03-14,22.75
2017-03-15,22.75
2017-03-16,22.75
2017-03-17,22.75
2017-03-20,22.75
2017-03-21,22.75
2017-03-22,22.75
2017-03-23,22.75
2017-03-27,22.75
2017-03-28,22.75
2017-03-29,22.75
2017-03-30,22.75
2017-03-31,22.75
2017-04-03,22.75
2017-04-04,22.75
2017-04-05,22.75
2017-04-06,22.75
2017-04-07,22.75
2017-04-10,22.75
2017-04-11,22.75
2017-04-12,24.25
2017-04-17,24.25
2017-04-18,24.25
2017-04-19,24.25
2017-04-20,24.25
2017-04-21,24.25
2017-04-24,24.25
2017-04-25,24.25
2017-04-26,24.25
2017-04-27,24.25
2017-04-28,24.25
2017-05-02,24.25
2017-05-03,24.25
2017-05-04,24.25
2017-05-05,24.25
2017-05-08,24.25
2017-05-09,24.25
2017-05-10,24.25
2017-05-11,24.25
2017-05-12,24.25
2017-05-15,24.25
2017-05-16,24.25
2017-05-17,24.25
2017-05-18,24.25
2017-05-19,24.25
2017-05-22,24.25
2017-05-23,24.25
2017-05-24,24.25
2017-05-26,24.25
2017-05-29,24.25
2017-05-30,24.25
2017-05-31,24.25
2017-06-01,24.25
2017-06-02,24.25
2017-06-05,24.25
2017-06-06,24.25
2017-06-07,24.25
2017-06-08,24.25
2017-06-09,24.25
2017-06-12,24.25
2017-06-13,24.25
2017-06-14,24.25
2017-06-15,24.25
2017-06-16,24.25
2017-06-19,24.25
2017-06-21,24.25
2017-06-22,24.25
2017-06-23,24.25
2017-06-26,24.25
2017-06-27,24.25
2017-06-28,24.25
2017-06-29,24.25
2017-06-30,24.25
2017-07-03,24.25
2017-07-04,24.25
2017-07-05,24.25
2017-07-06,24.25
2017-07-07,24.25
2017-07-10,24.25
2017-07-11,24.25
2017-07-12,24.25
2017-07-13,24.25
2017-07-14,24.25
2017-07-17,24.25
2017-07-18,24.25
2017-07-19,24.25
2017-07-20,24.25
2017-07-21,24.25
2017-07-24,24.25
2017-07-25,24.25
2017-07-26,24.25
2017-07-27,24.25
2017-07-28,24.25
2017-07-31,24.25
2017-08-01,24.25
2017-08-02,24.25
2017-08-03,24.25
2017-08-04,24.25
2017-08-07,24.25
2017-08-08,24.25
2017-08-09,24.25
2017-08-10,24.25
2017-08-11,24.25
2017-08-14,24.25
2017-08-15,24.25
2017-08-16,24.25
2017-08-17,24.25
2017-08-18,24.25
2017-08-22,24.25
2017-08-23,24.25
2017-08-24,24.25
2017-08-25,24.25
2017-08-28,24.25
2017-08-29,24.25
2017-08-30,24.25
2017-08-31,24.25
2017-09-01,24.25
2017-09-04,24.25
2017-09-05,24.25
2017-09-06,24.25
2017-09-07,24.25
2017-09-08,24.25
2017-09-11,24.25
2017-09-12,24.25
2017-09-13,24.25
2017-09-14,24.25
2017-09-15,24.25
2017-09-18,24.25
2017-09-19,24.25
2017-09-20,24.25
2017-09-21,24.25
2017-09-22,24.25
2017-09-25,24.25
2017-09-26,24.25
2017-09-27,24.25
2017-09-28,24.25
2017-09-29,24.25
2017-10-02,24.25
2017-10-03,24.25
2017-10-04,24.25
2017-10-05,24.25
2017-10-06,24.25
2017-10-09,24.25
2017-10-10,24.25
2017-10-11,24.25
2017-10-12,24.25
2017-10-13,24.25
2017-10-17,24.25
2017-10-18,24.25
2017-10-19,24.25
2017-10-20,24.25
2017-10-23,24.25
2017-10-24,24.25
2017-10-25,25.75
2017-10-26,25.75
2017-10-27,25.75
2017-10-30,25.75
2017-10-31,25.75
2017-11-01,25.75
2017-11-02,25.75
2017-11-03,25.75
2017-11-07,25.75
2017-11-08,26.75
2017-11-09,26.75
2017-11-10,26.75
2017-11-13,26.75
2017-11-14,26.75
2017-11-15,26.75
2017-11-16,26.75
2017-11-17,26.75
2017-11-21,26.75
2017-11-22,26.75
2017-11-23,26.75
2017-11-24,26.75
2017-11-27,26.75
2017-11-28,26.75
2017-11-29,26.75
2017-11-30,26.75
2017-12-01,26.75
2017-12-04,26.75
2017-12-05,26.75
2017-12-06,26.75
2017-12-07,26.75
2017-12-11,26.75
2017-12-12,26.75
2017-12-13,26.75
2017-12-14,26.75
2017-12-15,26.75
2017-12-18,26.75
2017-12-19,26.75
2017-12-20,26.75
2017-12-21,26.75
2017-12-22,26.75
2017-12-26,26.75
2017-12-27,26.75
2017-12-28,26.75
2017-12-29,26.75
2018-01-02,26.75
2018-01-03,26.75
2018-01-04,26.75
2018-01-05,26.75
2018-01-08,26.75
2018-01-09,26.75
2018-01-10,26.0
2018-01-11,26.0
2018-01-12,26.0
2018-01-15,26.0
2018-01-16,26.0
2018-01-17,26.0
2018-01-18,26.0
2018-01-19,26.0
2018-01-22,26.0
2018-01-23,26.0
2018-01-24,25.25
2018-01-25,25.25
2018-01-26,25.25
2018-01-29,25.25
2018-01-30,25.25
2018-01-31,25.25
2018-02-01,25.25
2018-02-02,25.25
2018-02-05,25.25
2018-02-06,25.25
2018-02-07,25.25
2018-02-08,25.25
2018-02-09,25.25
2018-02-14,25.25
2018-02-15,25.25
2018-02-16,25.25
2018-02-19,25.25
2018-02-20,25.25
2018-02-21,25.25
2018-02-22,25.25
2018-02-23,25.25
2018-02-26,25.25
2018-02-27,25.25
2018-02-28,25.25
2018-03-01,25.25
2018-03-02,25.25
2018-03-05,25.25
2018-03-06,25.25
2018-03-07,25.25
2018-03-08,25.25
2018-03-09,25.25
2018-03-12,25.25
2018-03-13,25.25
2018-03-14,25.25
2018-03-15,25.25
2018-03-16,25.25
2018-03-19,25.25
2018-03-20,25.25
2018-03-21,25.25
2018-03-22,25.25
2018-03-23,25.25
2018-03-26,25.25
2018-03-27,25.25
2018-03-28,25.25
2018-04-03,25.25
2018-04-04,25.25
2018-04-05,25.25
2018-04-06,25.25
2018-04-09,25.25
2018-04-10,25.25
2018-04-11,25.25
2018-04-12,25.25
2018-04-13,25.25
2018-04-16,25.25
2018-04-17,25.25
2018-04-18,25.25
2018-04-19,25.25
2018-04-20,25.25
2018-04-23,25.25
2018-04-24,25.25
2018-04-25,25.25
2018-04-26,25.25
2018-04-27,28.25
2018-05-02,28.25
2018-05-03,31.25
2018-05-04,28.0
2018-05-07,28.0
2018-05-08,28.0
2018-05-09,28.0
2018-05-10,28.0
2018-05-11,28.0
2018-05-14,28.0
2018-05-15,28.0
2018-05-16,28.0
2018-05-17,28.0
2018-05-18,28.0
2018-05-21,28.0
2018-05-22,28.0
2018-05-23,28.0
2018-05-24,28.0
2018-05-28,28.0
2018-05-29,28.0
2018-05-30,28.0
2018-05-31,28.0
2018-06-01,28.0
2018-06-04,28.0
2018-06-05,28.0
2018-06-06,28.0
2018-06-07,28.0
2018-06-08,28.0
2018-06-11,28.0
2018-06-12,28.0
2018-06-13,35.0
2018-06-14,35.0
2018-06-15,35.0
2018-06-18,35.0
2018-06-19,35.0
2018-06-21,35.0
2018-06-22,35.0
2018-06-25,35.0
2018-06-26,35.0
2018-06-27,35.0
2018-06-28,35.0
2018-06-29,35.0
2018-07-02,35.0
2018-07-03,35.0
2018-07-04,35.0
2018-07-05,35.0
2018-07-06,35.0
2018-07-10,35.0
2018-07-11,35.0
2018-07-12,35.0
2018-07-13,35.0
2018-07-16,35.0
2018-07-17,35.0
2018-07-18,35.0
2018-07-19,35.0
2018-07-20,35.0
2018-07-23,35.0
2018-07-24,35.0
2018-07-25,35.0
2018-07-26,35.0
2018-07-27,35.0
2018-07-30,35.0
2018-07-31,35.0
2018-08-01,35.0
2018-08-02,35.0
2018-08-03,35.0
2018-08-06,35.0
2018-08-07,35.0
2018-08-08,35.0
2018-08-09,35.0
2018-08-10,35.0
2018-08-13,35.0
2018-08-14,35.0
2018-08-15,35.0
2018-08-16,35.0
2018-08-17,35.0
2018-08-21,35.0
2018-08-22,35.0
2018-08-23,35.0
2018-08-24,35.0
2018-08-27,35.0
2018-08-28,35.0
2018-08-29,35.0
2018-08-30,50.0
2018-08-31,50.0
2018-09-03,50.0
2018-09-04,50.0
2018-09-05,50.0
2018-09-06,50.0
2018-09-07,50.0
2018-09-10,50.0
2018-09-11,50.0
2018-09-12,50.0
2018-09-13,50.0
2018-09-14,50.0
2018-09-17,50.0
2018-09-18,50.0
2018-09-19,50.0
2018-09-20,50.0
2018-09-21,50.0
2018-09-24,50.0
2018-09-25,50.0
2018-09-26,50.0
2018-09-27,50.0
2018-09-28,50.0
2018-10-01,48.0
2018-10-02,48.0
2018-10-03,48.0
2018-10-04,52.0
2018-10-05,52.0
2018-10-08,52.0
2018-10-09,52.0
2018-10-10,52.0
2018-10-11,52.0
2018-10-12,52.0
2018-10-16,52.0
2018-10-17,52.0
2018-10-18,52.0
2018-10-19,52.0
2018-10-22,52.0
2018-10-23,52.0
2018-10-24,52.0
2018-10-25,52.0
2018-10-26,52.0
2018-10-29,52.0
2018-10-30,52.0
2018-10-31,58.5
2018-11-01,52.0
2018-11-02,52.0
2018-11-05,52.0
2018-11-07,52.0
2018-11-08,52.0
2018-11-09,52.0
2018-11-12,52.0
2018-11-13,52.0
2018-11-14,48.0
2018-11-15,48.0
2018-11-16,48.0
2018-11-20,48.0
2018-11-21,48.0
2018-11-22,48.0
2018-11-23,48.0
2018-11-26,48.0
2018-11-27,48.0
2018-11-28,48.0
2018-11-29,48.0
2018-12-03,48.0
2018-12-04,48.0
2018-12-05,45.6
2018-12-06,45.6
2018-12-07,45.6
2018-12-10,45.6
2018-12-11,45.6
2018-12-12,45.6
2018-12-13,45.6
2018-12-14,45.6
2018-12-17,46.4
2018-12-18,46.72
2018-12-19,46.72
2018-12-20,46.72
2018-12-21,46.72
2018-12-26,46.53
2018-12-27,46.53
2018-12-28,46.53
2019-01-02,46.53
2019-01-03,46.53
2019-01-04,46.78
2019-01-07,46.78
2019-01-08,46.6
2019-01-09,46.4
2019-01-10,46.2
2019-01-11,45.6
2019-01-14,45.6
2019-01-15,45.6
2019-01-16,45.44
2019-01-17,45.28
2019-01-18,43.48
2019-01-21,43.48
2019-01-22,43.48
2019-01-23,43.48
2019-01-24,43.48
2019-01-25,44.6
2019-01-28,44.2
2019-01-29,43.98
2019-01-30,42.8
2019-01-31,41.6
2019-02-01,46.35
2019-02-04,40.0
2019-02-05,39.58
2019-02-06,38.78
2019-02-07,36.8
2019-02-08,35.95
2019-02-11,35.11
2019-02-12,38.97
2019-02-13,38.7
2019-02-14,38.7
2019-02-15,38.7
2019-02-18,38.7
2019-02-19,38.7
2019-02-20,36.45
2019-02-21,36.45
2019-02-22,36.45
2019-02-25,32.4
2019-02-26,32.4
2019-02-27,35.2
2019-02-28,37.6
2019-03-01,37.6
2019-03-06,38.4
2019-03-07,38.4
2019-03-08,45.6
2019-03-11,38.4
2019-03-12,46.31
2019-03-13,47.02
2019-03-14,49.4
2019-03-15,54.15
2019-03-18,52.2
2019-03-19,54.9
2019-03-20,55.79
2019-03-21,55.79
2019-03-22,55.89
2019-03-25,56.69
2019-03-26,57.24
2019-03-27,58.49
2019-03-28,58.86
2019-03-29,58.86
2019-04-01,58.86
2019-04-03,58.86
2019-04-04,59.49
2019-04-05,59.49
2019-04-08,59.49
2019-04-09,59.94
2019-04-10,59.76
2019-04-11,59.67
2019-04-12,59.67
2019-04-15,59.58
2019-04-16,59.58
2019-04-17,59.58
2019-04-22,59.58
2019-04-23,59.58
2019-04-24,59.81
2019-04-25,59.84
2019-04-26,59.84
2019-04-29,60.03
2019-04-30,60.97
2019-05-02,61.2
2019-05-03,61.2
2019-05-06,64.03
2019-05-07,65.02
2019-05-08,64.97
2019-05-09,64.8
2019-05-10,64.22
2019-05-13,63.9
2019-05-14,63.9
2019-05-15,63.8
2019-05-16,63.8
2019-05-17,63.8
2019-05-20,63.8
2019-05-21,63.14
2019-05-22,62.98
2019-05-23,62.98
2019-05-24,62.98
2019-05-27,62.98
2019-05-28,62.98
2019-05-29,63.18
2019-05-30,63.18
2019-05-31,63.18
2019-06-03,63.22
2019-06-04,63.0
2019-06-05,62.99
2019-06-06,62.77
2019-06-07,61.88
2019-06-10,61.88
2019-06-11,61.74
2019-06-12,59.84
2019-06-13,59.84
2019-06-14,59.28
2019-06-18,58.94
2019-06-19,57.83
2019-06-21,56.97
2019-06-24,56.51
2019-06-25,56.25
2019-06-26,56.25
2019-06-27,56.25
2019-06-28,56.25
2019-07-01,55.29
2019-07-02,54.71
2019-07-03,53.91
2019-07-04,53.55
2019-07-05,53.53
2019-07-10,53.1
2019-07-11,53.05
2019-07-12,52.74
2019-07-15,52.69
2019-07-16,52.51
2019-07-17,52.51
2019-07-18,52.51
2019-07-19,52.51
2019-07-22,52.51
2019-07-23,52.56
2019-07-24,52.56
2019-07-25,52.56
2019-07-26,52.65
2019-07-29,52.71
2019-07-30,52.92
2019-07-31,53.01
2019-08-01,53.1
2019-08-02,53.64
2019-08-05,53.95
2019-08-06,54.09
2019-08-07,54.18
2019-08-08,54.42
2019-08-09,54.9
2019-08-12,55.13
2019-08-13,56.02
2019-08-14,56.64
2019-08-15,57.04
2019-08-16,63.0
2019-08-20,64.8
2019-08-21,66.82
2019-08-22,67.14
2019-08-23,67.23
2019-08-26,67.32
2019-08-27,67.41
2019-08-28,67.41
2019-08-29,67.41
2019-08-30,67.41
2019-09-02,67.41
2019-09-03,67.41
2019-09-04,67.45
2019-09-05,67.5
2019-09-06,67.5
2019-09-09,73.8
2019-09-10,76.04
2019-09-11,76.04
2019-09-12,76.04
2019-09-13,74.24
2019-09-16,74.24
2019-09-17,73.8
2019-09-18,73.8
2019-09-19,71.1
2019-09-20,71.1
2019-09-23,71.1
2019-09-24,70.21
2019-09-25,70.21
2019-09-26,70.21
2019-09-27,70.21
2019-09-30,70.2
2019-10-01,68.0
2019-10-02,67.36
2019-10-03,66.48
2019-10-04,65.61
2019-10-07,63.85
2019-10-08,62.93
2019-10-09,62.11
2019-10-10,60.8
2019-10-11,59.52
2019-10-15,59.5
2019-10-16,59.5
2019-10-17,59.5
2019-10-18,59.5
2019-10-21,59.5
2019-10-22,59.5
2019-10-23,59.5
2019-10-24,59.5
2019-10-25,59.5
2019-10-28,59.5
2019-10-29,59.5
2019-10-30,59.5
2019-10-31,59.5
2019-11-01,58.65
2019-11-04,57.69
2019-11-05,56.82
2019-11-07,56.01
2019-11-08,55.31
2019-11-11,55.17
2019-11-12,55.13
2019-11-13,55.13
2019-11-14,55.13
2019-11-15,55.13
2019-11-19,55.13
2019-11-20,55.13
2019-11-21,55.13
2019-11-22,55.13
2019-11-25,55.13
2019-11-26,55.13
2019-11-27,55.13
2019-11-28,55.13
2019-11-29,55.13
2019-12-02,55.13
2019-12-03,55.13
2019-12-04,55.13
2019-12-05,55.13
2019-12-06,55.13
2019-12-09,55.13
2019-12-10,55.13
2019-12-11,55.13
2019-12-12,55.13
2019-12-13,55.13
2019-12-16,55.13
2019-12-17,55.13
2019-12-18,55.13
2019-12-19,55.13
2019-12-20,50.75
2019-12-23,50.75
2019-12-26,50.75
2019-12-27,48.13
2019-12-30,48.13
2020-01-02,48.13
2020-01-03,48.13
2020-01-06,48.13
2020-01-07,48.13
2020-01-08,48.13
2020-01-09,48.13
2020-01-10,45.5
2020-01-13,45.5
2020-01-14,45.5
2020-01-15,45.5
2020-01-16,45.5
2020-01-17,43.75
2020-01-20,43.75
2020-01-21,43.75
2020-01-22,43.75
2020-01-23,43.75
2020-01-24,43.75
2020-01-27,25.0
2020-01-28,25.0
2020-01-29,25.0
2020-01-30,25.0
2020-01-31,25.0
2020-02-03,25.0
2020-02-04,24.0
2020-02-05,24.0
2020-02-06,24.0
2020-02-07,24.0
2020-02-10,24.0
2020-02-11,24.0
2020-02-12,24.0
2020-02-13,24.0
2020-02-14,24.0
2020-02-17,24.0
2020-02-18,22.0
2020-02-19,22.0
2020-02-20,20.0
2020-02-21,20.0
2020-02-26,20.0
2020-02-27,20.0
2020-02-28,20.0
2020-03-02,20.0
2020-03-03,20.0
2020-03-04,20.0
2020-03-05,20.0
2020-03-06,16.0
2020-03-09,16.0
2020-03-10,15.2
2020-03-11,15.2
2020-03-12,15.2
2020-03-13,15.2
2020-03-16,15.2
2020-03-17,15.2
2020-03-18,15.2
2020-03-19,15.2
2020-03-20,11.4
2020-03-25,11.4
2020-03-26,11.4
2020-03-27,11.4
2020-03-30,11.4
2020-04-01,11.4
2020-04-02,11.4
2020-04-03,11.4
2020-04-06,11.4
2020-04-07,11.4
2020-04-08,11.4
2020-04-13,11.4
2020-04-14,11.4
2020-04-15,11.4
2020-04-16,11.4
2020-04-17,11.4
2020-04-20,11.4
2020-04-21,11.4
2020-04-22,11.4
2020-04-23,11.4
2020-04-24,15.2
2020-04-27,15.2
2020-04-28,15.2
2020-04-29,15.2
2020-04-30,15.2
2020-05-04,15.2
2020-05-05,15.2
2020-05-06,15.2
2020-05-07,15.2
2020-05-08,15.2
2020-05-11,15.2
2020-05-12,15.2
2020-05-13,15.2
2020-05-14,15.2
2020-05-15,15.2
2020-05-18,19.0
2020-05-19,19.0
2020-05-20,19.0
2020-05-21,19.0
2020-05-22,19.0
2020-05-26,19.0
2020-05-27,19.0
2020-05-28,19.0
2020-05-29,19.0
2020-06-01,19.0
2020-06-02,19.0
2020-06-03,19.0
2020-06-04,19.0
2020-06-05,19.0
2020-06-08,19.0
2020-06-09,19.0
2020-06-10,19.0
2020-06-11,19.0
2020-06-12,19.0
2020-06-16,19.0
2020-06-17,19.0
2020-06-18,19.0
2020-06-19,19.0
2020-06-22,19.0
2020-06-23,19.0
2020-06-24,19.0
2020-06-25,19.0
2020-06-26,19.0
2020-06-29,19.0
2020-06-30,19.0
2020-07-01,19.0
2020-07-02,19.0
2020-07-03,19.0
2020-07-06,19.0
2020-07-07,19.0
2020-07-08,19.0
2020-07-13,19.0
2020-07-14,19.0
2020-07-15,19.0
2020-07-16,19.0
2020-07-17,19.0
2020-07-20,19.0
2020-07-21,19.0
2020-07-22,19.0
2020-07-23,19.0
2020-07-24,19.0
2020-07-27,19.0
2020-07-28,19.0
2020-07-29,19.0
2020-07-30,19.0
2020-07-31,19.0
2020-08-03,19.0
2020-08-04,19.0
2020-08-05,19.0
2020-08-06,19.0
2020-08-07,19.0
2020-08-10,19.0
2020-08-11,19.0
2020-08-12,19.0
2020-08-13,19.0
2020-08-14,19.0
2020-08-18,19.0
2020-08-19,19.0
2020-08-20,19.0
2020-08-21,19.0
2020-08-24,19.0
2020-08-25,19.0
2020-08-26,19.0
2020-08-27,19.0
2020-08-28,19.0
2020-08-31,19.0
2020-09-01,19.0
2020-09-02,19.0
2020-09-03,19.0
2020-09-04,19.0
2020-09-07,19.0
2020-09-08,19.0
2020-09-09,19.0
2020-09-10,19.0
2020-09-11,19.0
2020-09-14,19.0
2020-09-15,19.0
2020-09-16,19.0
2020-09-17,19.0
2020-09-18,19.0
2020-09-21,19.0
2020-09-22,19.0
2020-09-23,19.0
2020-09-24,19.0
2020-09-25,19.0
2020-09-28,19.0
2020-09-29,19.0
2020-09-30,19.0
2020-10-01,19.0
2020-10-02,24.0
2020-10-05,24.0
2020-10-06,24.0
2020-10-07,24.0
2020-10-08,24.0
2020-10-09,27.0
2020-10-13,27.0
2020-10-14,27.0
2020-10-15,27.0
2020-10-16,30.0
2020-10-19,30.0
2020-10-20,30.0
2020-10-21,30.0
2020-10-22,30.0
2020-10-23,30.0
2020-10-26,30.0
2020-10-27,30.0
2020-10-28,30.0
2020-10-29,31.0
2020-10-30,31.0
2020-11-02,31.0
2020-11-03,31.0
2020-11-04,31.0
2020-11-05,31.0
2020-11-09,31.0
2020-11-10,31.0
2020-11-11,31.0
2020-11-12,31.0
2020-11-13,32.0
2020-11-16,32.0
2020-11-17,32.0
2020-11-18,32.0
2020-11-19,32.0
2020-11-20,32.0
2020-11-24,32.0
2020-11-25,32.0
2020-11-26,32.0
2020-11-27,32.0
2020-11-30,32.0
2020-12-01,32.0
2020-12-02,32.0
2020-12-03,32.0
2020-12-04,32.0
2020-12-09,32.0
2020-12-10,32.0
2020-12-11,32.0
2020-12-14,32.0
2020-12-15,32.0
2020-12-16,32.0
2020-12-17,32.0
2020-12-18,32.0
2020-12-21,32.0
2020-12-22,32.0
2020-12-23,32.0
2020-12-28,32.0
2020-12-29,32.0
2020-12-30,32.0
