d,v
2010-07-21,9.0
2010-07-22,9.0
2010-07-23,9.0
2010-07-26,9.0
2010-07-27,9.0
2010-07-28,9.0
2010-07-29,9.0
2010-07-30,9.0
2010-08-02,9.0
2010-08-03,9.0
2010-08-04,9.0
2010-08-05,9.0
2010-08-06,9.0
2010-08-09,9.0
2010-08-10,9.0
2010-08-11,9.0
2010-08-12,9.0
2010-08-13,9.0
2010-08-17,9.0
2010-08-18,9.0
2010-08-19,9.0
2010-08-20,9.0
2010-08-23,9.0
2010-08-24,9.0
2010-08-25,9.0
2010-08-26,9.0
2010-08-27,9.0
2010-08-30,9.0
2010-08-31,9.0
2010-09-01,9.0
2010-09-02,9.0
2010-09-03,9.0
2010-09-06,9.0
2010-09-07,9.0
2010-09-08,9.0
2010-09-09,9.0
2010-09-10,9.0
2010-09-13,9.0
2010-09-14,9.0
2010-09-15,9.0
2010-09-16,9.0
2010-09-17,9.0
2010-09-20,9.0
2010-09-21,9.0
2010-09-22,9.0
2010-09-23,9.0
2010-09-24,9.0
2010-09-27,9.0
2010-09-28,9.0
2010-09-29,9.0
2010-09-30,9.0
2010-10-01,9.0
2010-10-04,9.0
2010-10-05,9.0
2010-10-06,9.0
2010-10-07,9.0
2010-10-08,9.0
2010-10-12,9.0
2010-10-13,9.0
2010-10-14,9.0
2010-10-15,9.0
2010-10-18,9.0
2010-10-19,9.0
2010-10-20,9.0
2010-10-21,9.0
2010-10-22,9.0
2010-10-25,9.0
2010-10-26,9.0
2010-10-28,9.0
2010-10-29,9.0
2010-11-01,9.0
2010-11-02,9.0
2010-11-03,9.0
2010-11-04,9.0
2010-11-05,9.0
2010-11-08,9.0
2010-11-09,9.0
2010-11-10,9.0
2010-11-11,9.0
2010-11-12,9.0
2010-11-15,9.0
2010-11-16,9.0
2010-11-17,9.0
2010-11-18,9.0
2010-11-19,9.0
2010-11-23,9.0
2010-11-24,9.0
2010-11-25,9.0
2010-11-26,9.0
2010-11-29,9.0
2010-11-30,9.0
2010-12-01,9.0
2010-12-02,9.0
2010-12-03,9.0
2010-12-06,9.0
2010-12-07,9.0
2010-12-09,9.0
2010-12-10,9.0
2010-12-13,9.0
2010-12-14,9.0
2010-12-15,9.0
2010-12-16,9.0
2010-12-17,9.0
2010-12-20,9.0
2010-12-21,9.0
2010-12-22,9.0
2010-12-23,9.0
2010-12-27,9.0
2010-12-28,9.0
2010-12-29,9.0
2010-12-30,9.0
2011-01-03,9.0
2011-01-04,9.0
2011-01-05,9.0
2011-01-06,9.0
2011-01-07,9.0
2011-01-10,9.0
2011-01-11,9.0
2011-01-12,9.0
2011-01-13,9.0
2011-01-14,9.0
2011-01-17,9.0
2011-01-18,9.0
2011-01-19,9.0
2011-01-20,9.0
2011-01-21,9.0
2011-01-24,9.0
2011-01-25,9.0
2011-01-26,9.0
2011-01-27,9.0
2011-01-28,9.0
2011-01-31,9.0
2011-02-01,9.0
2011-02-02,9.0
2011-02-03,9.0
2011-02-04,9.0
2011-02-07,9.0
2011-02-08,9.0
2011-02-09,9.0
2011-02-10,9.0
2011-02-11,9.0
2011-02-14,9.0
2011-02-15,9.0
2011-02-16,9.0
2011-02-17,9.0
2011-02-18,9.0
2011-02-21,9.0
2011-02-22,9.0
2011-02-23,9.0
2011-02-24,9.0
2011-02-25,9.0
2011-02-28,9.0
2011-03-01,9.0
2011-03-02,9.0
2011-03-03,9.0
2011-03-04,9.0
2011-03-09,9.0
2011-03-10,9.0
2011-03-11,9.0
2011-03-14,9.0
2011-03-15,9.0
2011-03-16,9.0
2011-03-17,9.0
2011-03-18,9.0
2011-03-21,9.0
2011-03-22,9.0
2011-03-23,9.0
2011-03-28,9.0
2011-03-29,9.0
2011-03-30,9.0
2011-03-31,9.0
2011-04-01,9.0
2011-04-04,9.0
2011-04-05,9.0
2011-04-06,9.0
2011-04-07,9.0
2011-04-08,9.0
2011-04-11,9.0
2011-04-12,9.0
2011-04-13,9.0
2011-04-14,9.0
2011-04-15,9.0
2011-04-18,9.0
2011-04-19,9.0
2011-04-20,9.0
2011-04-25,9.0
2011-04-26,9.0
2011-04-27,9.0
2011-04-28,9.0
2011-04-29,9.0
2011-05-02,9.0
2011-05-03,9.0
2011-05-04,9.0
2011-05-05,9.0
2011-05-06,9.0
2011-05-09,9.0
2011-05-10,9.0
2011-05-11,9.0
2011-05-12,9.0
2011-05-13,9.0
2011-05-16,9.0
2011-05-17,9.0
2011-05-18,9.0
2011-05-19,9.0
2011-05-20,9.0
2011-05-23,9.0
2011-05-24,9.0
2011-05-26,9.0
2011-05-27,9.0
2011-05-30,9.0
2011-05-31,9.0
2011-06-01,9.0
2011-06-02,9.0
2011-06-03,9.0
2011-06-06,9.0
2011-06-07,9.0
2011-06-08,9.0
2011-06-09,9.0
2011-06-10,9.0
2011-06-13,9.0
2011-06-14,9.0
2011-06-15,9.0
2011-06-16,9.0
2011-06-17,9.0
2011-06-21,9.0
2011-06-22,9.0
2011-06-23,9.0
2011-06-24,9.0
2011-06-27,9.0
2011-06-28,9.0
2011-06-29,9.0
2011-06-30,9.0
2011-07-01,9.0
2011-07-04,9.0
2011-07-05,9.0
2011-07-06,9.0
2011-07-07,9.0
2011-07-08,9.0
2011-07-11,9.0
2011-07-12,9.0
2011-07-13,9.0
2011-07-14,9.0
2011-07-15,9.0
2011-07-18,9.0
2011-07-19,9.0
2011-07-20,9.0
2011-07-21,9.0
2011-07-22,9.0
2011-07-25,9.0
2011-07-26,9.0
2011-07-27,9.0
2011-07-28,9.0
2011-07-29,9.0
2011-08-01,9.0
2011-08-02,9.0
2011-08-03,9.0
2011-08-04,9.0
2011-08-05,9.0
2011-08-08,9.0
2011-08-09,9.0
2011-08-10,9.0
2011-08-11,9.0
2011-08-12,9.0
2011-08-15,9.0
2011-08-16,9.0
2011-08-17,9.0
2011-08-18,9.0
2011-08-19,9.0
2011-08-23,9.0
2011-08-24,9.0
2011-08-25,9.0
2011-08-26,9.0
2011-08-29,9.0
2011-08-30,9.0
2011-08-31,9.0
2011-09-01,9.0
2011-09-02,9.0
2011-09-05,9.0
2011-09-06,9.0
2011-09-07,9.0
2011-09-08,9.0
2011-09-09,9.0
2011-09-12,9.0
2011-09-13,9.0
2011-09-14,9.0
2011-09-15,9.0
2011-09-16,9.0
2011-09-19,9.0
2011-09-20,9.0
2011-09-21,9.0
2011-09-22,9.0
2011-09-23,9.0
2011-09-26,9.0
2011-09-27,9.0
2011-09-28,9.0
2011-09-29,9.0
2011-09-30,9.0
2011-10-03,9.0
2011-10-04,9.0
2011-10-05,9.0
2011-10-06,9.0
2011-10-07,9.0
2011-10-11,9.0
2011-10-12,9.0
2011-10-13,9.0
2011-10-14,9.0
2011-10-17,9.0
2011-10-18,9.0
2011-10-19,9.0
2011-10-20,9.0
2011-10-21,9.0
2011-10-24,9.0
2011-10-25,9.0
2011-10-26,9.0
2011-10-27,9.0
2011-10-28,9.0
2011-10-31,9.0
2011-11-01,9.0
2011-11-02,9.0
2011-11-03,9.0
2011-11-04,9.0
2011-11-07,9.0
2011-11-08,9.0
2011-11-09,9.0
2011-11-10,9.0
2011-11-11,9.0
2011-11-14,9.0
2011-11-15,9.0
2011-11-16,9.0
2011-11-17,9.0
2011-11-18,9.0
2011-11-21,9.0
2011-11-22,9.0
2011-11-23,9.0
2011-11-24,9.0
2011-11-25,9.0
2011-11-29,9.0
2011-11-30,9.0
2011-12-01,9.0
2011-12-02,9.0
2011-12-05,9.0
2011-12-06,9.0
2011-12-07,9.0
2011-12-12,9.0
2011-12-13,9.0
2011-12-14,9.0
2011-12-15,9.0
2011-12-16,9.0
2011-12-19,9.0
2011-12-20,9.0
2011-12-21,9.0
2011-12-22,9.0
2011-12-23,9.0
2011-12-27,9.0
2011-12-28,9.0
2011-12-29,9.0
2011-12-30,9.0
2012-01-03,9.0
2012-01-04,9.0
2012-01-05,9.0
2012-01-06,9.0
2012-01-09,9.0
2012-01-10,9.0
2012-01-11,9.0
2012-01-12,9.0
2012-01-13,9.0
2012-01-16,9.0
2012-01-17,9.0
2012-01-18,9.0
2012-01-19,9.0
2012-01-20,9.0
2012-01-23,9.0
2012-01-24,9.0
2012-01-25,9.0
2012-01-26,9.0
2012-01-27,9.0
2012-01-30,9.0
2012-01-31,9.0
2012-02-01,9.0
2012-02-02,9.0
2012-02-03,9.0
2012-02-06,9.0
2012-02-07,9.0
2012-02-08,9.0
2012-02-09,9.0
2012-02-10,9.0
2012-02-13,9.0
2012-02-14,9.0
2012-02-15,9.0
2012-02-16,9.0
2012-02-17,9.0
2012-02-22,9.0
2012-02-23,9.0
2012-02-24,9.0
2012-02-28,9.0
2012-02-29,9.0
2012-03-01,9.0
2012-03-02,9.0
2012-03-05,9.0
2012-03-06,9.0
2012-03-07,9.0
2012-03-08,9.0
2012-03-09,9.0
2012-03-12,9.0
2012-03-13,9.0
2012-03-14,9.0
2012-03-15,9.0
2012-03-16,9.0
2012-03-19,9.0
2012-03-20,9.0
2012-03-21,9.0
2012-03-22,9.0
2012-03-23,9.0
2012-03-26,9.0
2012-03-27,9.0
2012-03-28,9.0
2012-03-29,9.0
2012-03-30,9.0
2012-04-03,9.0
2012-04-04,9.0
2012-04-09,9.0
2012-04-10,9.0
2012-04-11,9.0
2012-04-12,9.0
2012-04-13,9.0
2012-04-16,9.0
2012-04-17,9.0
2012-04-18,9.0
2012-04-19,9.0
2012-04-20,9.0
2012-04-23,9.0
2012-04-24,9.0
2012-04-25,9.0
2012-04-26,9.0
2012-04-27,9.0
2012-05-02,9.0
2012-05-03,9.0
2012-05-04,9.0
2012-05-07,9.0
2012-05-08,9.0
2012-05-09,9.0
2012-05-10,9.0
2012-05-11,9.0
2012-05-14,9.0
2012-05-15,9.0
2012-05-16,9.0
2012-05-17,9.0
2012-05-18,9.0
2012-05-21,9.0
2012-05-22,9.0
2012-05-23,9.0
2012-05-24,9.0
2012-05-28,9.0
2012-05-29,9.0
2012-05-30,9.0
2012-05-31,9.0
2012-06-01,9.0
2012-06-04,9.0
2012-06-05,9.0
2012-06-06,9.0
2012-06-07,9.0
2012-06-08,9.0
2012-06-11,9.0
2012-06-12,9.0
2012-06-13,9.0
2012-06-14,9.0
2012-06-15,9.0
2012-06-18,9.0
2012-06-19,9.0
2012-06-21,9.0
2012-06-22,9.0
2012-06-25,9.0
2012-06-26,9.0
2012-06-27,9.0
2012-06-28,9.0
2012-06-29,9.0
2012-07-02,9.0
2012-07-03,9.0
2012-07-04,9.0
2012-07-05,9.0
2012-07-06,9.0
2012-07-10,9.0
2012-07-11,9.0
2012-07-12,9.0
2012-07-13,9.0
2012-07-16,9.0
2012-07-17,9.0
2012-07-18,9.0
2012-07-19,9.0
2012-07-20,9.0
2012-07-23,9.0
2012-07-24,9.0
2012-07-25,9.0
2012-07-26,9.0
2012-07-27,9.0
2012-07-30,9.0
2012-07-31,9.0
2012-08-01,9.0
2012-08-02,9.0
2012-08-03,9.0
2012-08-06,9.0
2012-08-07,9.0
2012-08-08,9.0
2012-08-09,9.0
2012-08-10,9.0
2012-08-13,9.0
2012-08-14,9.0
2012-08-15,9.0
2012-08-16,9.0
2012-08-17,9.0
2012-08-21,9.0
2012-08-22,9.0
2012-08-23,9.0
2012-08-24,9.0
2012-08-27,9.0
2012-08-28,9.0
2012-08-29,9.0
2012-08-30,9.0
2012-08-31,9.0
2012-09-03,9.0
2012-09-04,9.0
2012-09-05,9.0
2012-09-06,9.0
2012-09-07,9.0
2012-09-10,9.0
2012-09-11,9.0
2012-09-12,9.0
2012-09-13,9.0
2012-09-14,9.0
2012-09-17,9.0
2012-09-18,9.0
2012-09-19,9.0
2012-09-20,9.0
2012-09-21,9.0
2012-09-25,9.0
2012-09-26,9.0
2012-09-27,9.0
2012-09-28,9.0
2012-10-01,9.0
2012-10-02,9.0
2012-10-03,9.0
2012-10-04,9.0
2012-10-05,9.0
2012-10-09,9.0
2012-10-10,9.0
2012-10-11,9.0
2012-10-12,9.0
2012-10-15,9.0
2012-10-16,9.0
2012-10-17,9.0
2012-10-18,9.0
2012-10-19,9.0
2012-10-22,9.0
2012-10-23,9.0
2012-10-24,9.0
2012-10-25,9.0
2012-10-26,9.0
2012-10-29,9.0
2012-10-30,9.0
2012-10-31,9.0
2012-11-01,9.0
2012-11-02,9.0
2012-11-05,9.0
2012-11-07,9.0
2012-11-08,9.0
2012-11-09,9.0
2012-11-12,9.0
2012-11-13,9.0
2012-11-14,9.0
2012-11-15,9.0
2012-11-16,9.0
2012-11-19,9.0
2012-11-20,9.0
2012-11-21,9.0
2012-11-22,9.0
2012-11-23,9.0
2012-11-27,9.0
2012-11-28,9.0
2012-11-29,9.0
2012-11-30,9.0
2012-12-03,9.0
2012-12-04,9.0
2012-12-05,9.0
2012-12-06,9.0
2012-12-07,9.0
2012-12-10,9.0
2012-12-11,9.0
2012-12-12,9.0
2012-12-13,9.0
2012-12-14,9.0
2012-12-17,9.0
2012-12-18,9.0
2012-12-19,9.0
2012-12-20,9.0
2012-12-21,9.0
2012-12-26,9.0
2012-12-27,9.0
2012-12-28,9.0
2012-12-31,9.0
2013-01-02,9.0
2013-01-03,9.0
2013-01-04,9.0
2013-01-07,9.0
2013-01-08,9.0
2013-01-09,9.0
2013-01-10,9.0
2013-01-11,9.0
2013-01-14,9.0
2013-01-15,9.0
2013-01-16,9.0
2013-01-17,9.0
2013-01-18,9.0
2013-01-21,9.0
2013-01-22,9.0
2013-01-23,9.0
2013-01-24,9.0
2013-01-25,9.0
2013-01-28,9.0
2013-01-29,9.0
2013-01-30,9.0
2013-02-01,9.0
2013-02-04,9.0
2013-02-05,9.0
2013-02-06,9.0
2013-02-07,9.0
2013-02-08,9.0
2013-02-13,9.0
2013-02-14,9.0
2013-02-15,9.0
2013-02-18,9.0
2013-02-19,9.0
2013-02-21,9.0
2013-02-22,9.0
2013-02-25,9.0
2013-02-26,9.0
2013-02-27,9.0
2013-02-28,9.0
2013-03-01,9.0
2013-03-04,9.0
2013-03-05,9.0
2013-03-06,9.0
2013-03-07,9.0
2013-03-08,9.0
2013-03-11,9.0
2013-03-12,9.0
2013-03-13,9.0
2013-03-14,9.0
2013-03-15,9.0
2013-03-18,9.0
2013-03-19,9.0
2013-03-20,9.0
2013-03-21,9.0
2013-03-22,9.0
2013-03-25,9.0
2013-03-26,9.0
2013-03-27,9.0
2013-04-03,9.0
2013-04-04,9.0
2013-04-05,9.0
2013-04-08,9.0
2013-04-09,9.0
2013-04-10,9.0
2013-04-11,9.0
2013-04-12,9.0
2013-04-15,9.0
2013-04-16,9.0
2013-04-17,9.0
2013-04-18,9.0
2013-04-19,9.0
2013-04-22,9.0
2013-04-23,9.0
2013-04-24,9.0
2013-04-25,9.0
2013-04-26,9.0
2013-04-29,9.0
2013-04-30,9.0
2013-05-02,9.0
2013-05-03,9.0
2013-05-06,9.0
2013-05-07,9.0
2013-05-08,9.0
2013-05-09,9.0
2013-05-10,9.0
2013-05-13,9.0
2013-05-14,9.0
2013-05-15,9.0
2013-05-16,9.0
2013-05-17,9.0
2013-05-20,9.0
2013-05-21,9.0
2013-05-22,9.0
2013-05-23,9.0
2013-05-24,9.0
2013-05-27,9.0
2013-05-28,9.0
2013-05-29,9.0
2013-05-30,9.0
2013-05-31,9.0
2013-06-03,9.0
2013-06-04,9.0
2013-06-05,9.0
2013-06-06,9.0
2013-06-07,9.0
2013-06-10,9.0
2013-06-11,9.0
2013-06-12,9.0
2013-06-13,9.0
2013-06-14,9.0
2013-06-17,9.0
2013-06-18,9.0
2013-06-19,9.0
2013-06-24,9.0
2013-06-25,9.0
2013-06-26,9.0
2013-06-27,9.0
2013-06-28,9.0
2013-07-01,9.0
2013-07-02,9.0
2013-07-03,9.0
2013-07-04,9.0
2013-07-05,9.0
2013-07-08,9.0
2013-07-10,9.0
2013-07-11,9.0
2013-07-12,9.0
2013-07-15,9.0
2013-07-16,9.0
2013-07-17,9.0
2013-07-18,9.0
2013-07-19,9.0
2013-07-22,9.0
2013-07-23,9.0
2013-07-24,9.0
2013-07-25,9.0
2013-07-26,9.0
2013-07-29,9.0
2013-07-30,9.0
2013-07-31,9.0
2013-08-01,9.0
2013-08-02,9.0
2013-08-05,9.0
2013-08-06,9.0
2013-08-07,9.0
2013-08-08,9.0
2013-08-09,9.0
2013-08-12,9.0
2013-08-13,9.0
2013-08-14,9.0
2013-08-15,9.0
2013-08-16,9.0
2013-08-20,9.0
2013-08-21,9.0
2013-08-22,9.0
2013-08-23,9.0
2013-08-26,9.0
2013-08-27,9.0
2013-08-28,9.0
2013-08-29,9.0
2013-08-30,9.0
2013-09-02,9.0
2013-09-03,9.0
2013-09-04,9.0
2013-09-05,9.0
2013-09-06,9.0
2013-09-09,9.0
2013-09-10,9.0
2013-09-11,9.0
2013-09-12,9.0
2013-09-13,9.0
2013-09-16,9.0
2013-09-17,9.0
2013-09-18,9.0
2013-09-19,9.0
2013-09-20,9.0
2013-09-23,9.0
2013-09-24,9.0
2013-09-25,9.0
2013-09-26,9.0
2013-09-27,9.0
2013-09-30,9.0
2013-10-01,9.0
2013-10-02,9.0
2013-10-03,9.0
2013-10-04,9.0
2013-10-07,9.0
2013-10-08,9.0
2013-10-09,9.0
2013-10-10,9.0
2013-10-11,9.0
2013-10-15,9.0
2013-10-16,9.0
2013-10-17,9.0
2013-10-18,9.0
2013-10-21,9.0
2013-10-22,9.0
2013-10-23,9.0
2013-10-24,9.0
2013-10-25,9.0
2013-10-28,9.0
2013-10-29,9.0
2013-10-30,9.0
2013-10-31,9.0
2013-11-01,9.0
2013-11-04,9.0
2013-11-05,9.0
2013-11-07,9.0
2013-11-08,9.0
2013-11-11,9.0
2013-11-12,9.0
2013-11-13,9.0
2013-11-14,9.0
2013-11-15,9.0
2013-11-18,9.0
2013-11-19,9.0
2013-11-20,9.0
2013-11-21,9.0
2013-11-22,9.0
2013-11-26,9.0
2013-11-27,9.0
2013-11-28,9.0
2013-11-29,9.0
2013-12-02,9.0
2013-12-03,9.0
2013-12-04,9.0
2013-12-05,9.0
2013-12-06,9.0
2013-12-09,9.0
2013-12-10,9.0
2013-12-11,9.0
2013-12-12,9.0
2013-12-13,9.0
2013-12-16,9.0
2013-12-17,9.0
2013-12-18,9.0
2013-12-19,9.0
2013-12-20,9.0
2013-12-23,9.0
2013-12-26,9.0
2013-12-27,9.0
2013-12-30,9.0
2014-01-02,9.0
2014-01-03,9.0
2014-01-06,9.0
2014-01-07,9.0
2014-01-08,9.0
2014-01-09,9.0
2014-01-10,9.0
2014-01-13,9.0
2014-01-14,9.0
2014-01-15,9.0
2014-01-16,9.0
2014-01-17,9.0
2014-01-20,9.0
2014-01-21,9.0
2014-01-22,9.0
2014-01-23,9.0
2014-01-24,9.0
2014-01-27,9.0
2014-01-28,9.0
2014-01-29,9.0
2014-01-30,9.0
2014-01-31,9.0
2014-02-03,9.0
2014-02-04,9.0
2014-02-05,9.0
2014-02-06,9.0
2014-02-07,9.0
2014-02-10,9.0
2014-02-11,9.0
2014-02-12,9.0
2014-02-13,9.0
2014-02-14,9.0
2014-02-17,9.0
2014-02-18,9.0
2014-02-19,9.0
2014-02-20,9.0
2014-02-21,9.0
2014-02-24,9.0
2014-02-25,9.0
2014-02-26,9.0
2014-02-27,9.0
2014-02-28,9.0
2014-03-05,9.0
2014-03-06,9.0
2014-03-07,9.0
2014-03-10,9.0
2014-03-11,9.0
2014-03-12,9.0
2014-03-13,9.0
2014-03-14,9.0
2014-03-17,9.0
2014-03-18,9.0
2014-03-19,9.0
2014-03-20,9.0
2014-03-21,9.0
2014-03-25,9.0
2014-03-26,9.0
2014-03-27,9.0
2014-03-28,9.0
2014-03-31,9.0
2014-04-01,9.0
2014-04-03,9.0
2014-04-04,9.0
2014-04-07,9.0
2014-04-08,9.0
2014-04-09,9.0
2014-04-10,9.0
2014-04-11,9.0
2014-04-14,9.0
2014-04-15,9.0
2014-04-16,9.0
2014-04-21,9.0
2014-04-22,9.0
2014-04-23,9.0
2014-04-24,9.0
2014-04-25,9.0
2014-04-28,9.0
2014-04-29,9.0
2014-04-30,9.0
2014-05-05,9.0
2014-05-06,9.0
2014-05-07,9.0
2014-05-08,9.0
2014-05-09,9.0
2014-05-12,9.0
2014-05-13,9.0
2014-05-14,9.0
2014-05-15,9.0
2014-05-16,9.0
2014-05-19,9.0
2014-05-20,9.0
2014-05-21,9.0
2014-05-22,9.0
2014-05-23,9.0
2014-05-26,9.0
2014-05-27,9.0
2014-05-28,9.0
2014-05-29,9.0
2014-05-30,9.0
2014-06-02,9.0
2014-06-03,9.0
2014-06-04,9.0
2014-06-05,9.0
2014-06-06,9.0
2014-06-09,9.0
2014-06-10,9.0
2014-06-11,9.0
2014-06-12,9.0
2014-06-13,9.0
2014-06-16,9.0
2014-06-17,9.0
2014-06-18,9.0
2014-06-19,9.0
2014-06-23,9.0
2014-06-24,9.0
2014-06-25,9.0
2014-06-26,9.0
2014-06-27,9.0
2014-06-30,9.0
2014-07-01,9.0
2014-07-02,9.0
2014-07-03,9.0
2014-07-04,9.0
2014-07-07,9.0
2014-07-08,9.0
2014-07-10,9.0
2014-07-11,9.0
2014-07-14,9.0
2014-07-15,9.0
2014-07-16,9.0
2014-07-17,9.0
2014-07-18,9.0
2014-07-21,9.0
2014-07-22,9.0
2014-07-23,9.0
2014-07-24,9.0
2014-07-25,9.0
2014-07-28,9.0
2014-07-29,9.0
2014-07-30,9.0
2014-07-31,9.0
2014-08-01,9.0
2014-08-04,9.0
2014-08-05,9.0
2014-08-06,9.0
2014-08-07,9.0
2014-08-08,9.0
2014-08-11,9.0
2014-08-12,9.0
2014-08-13,9.0
2014-08-14,9.0
2014-08-15,9.0
2014-08-19,9.0
2014-08-20,9.0
2014-08-21,9.0
2014-08-22,9.0
2014-08-25,9.0
2014-08-26,9.0
2014-08-27,9.0
2014-08-28,9.0
2014-08-29,9.0
2014-09-01,9.0
2014-09-02,9.0
2014-09-03,9.0
2014-09-04,9.0
2014-09-05,9.0
2014-09-08,9.0
2014-09-09,9.0
2014-09-10,9.0
2014-09-11,9.0
2014-09-12,9.0
2014-09-15,9.0
2014-09-16,9.0
2014-09-17,9.0
2014-09-18,9.0
2014-09-19,9.0
2014-09-22,9.0
2014-09-23,9.0
2014-09-24,9.0
2014-09-25,9.0
2014-09-26,9.0
2014-09-29,9.0
2014-09-30,9.0
2014-10-01,9.0
2014-10-02,9.0
2014-10-03,13.0
2014-10-06,13.0
2014-10-07,13.0
2014-10-08,13.0
2014-10-09,13.0
2014-10-10,13.0
2014-10-14,13.0
2014-10-15,13.0
2014-10-16,13.0
2014-10-17,13.0
2014-10-20,13.0
2014-10-21,13.0
2014-10-22,13.0
2014-10-23,13.0
2014-10-24,13.0
2014-10-27,13.0
2014-10-28,13.0
2014-10-29,13.0
2014-10-30,13.0
2014-10-31,13.0
2014-11-03,13.0
2014-11-04,13.0
2014-11-05,13.0
2014-11-07,13.0
2014-11-10,13.0
2014-11-11,13.0
2014-11-12,13.0
2014-11-13,13.0
2014-11-14,13.0
2014-11-17,13.0
2014-11-18,13.0
2014-11-19,13.0
2014-11-20,13.0
2014-11-21,13.0
2014-11-25,13.0
2014-11-26,13.0
2014-11-27,13.0
2014-11-28,13.0
2014-12-01,13.0
2014-12-02,13.0
2014-12-03,13.0
2014-12-04,13.0
2014-12-05,13.0
2014-12-09,13.0
2014-12-10,13.0
2014-12-11,13.0
2014-12-12,13.0
2014-12-15,13.0
2014-12-16,13.0
2014-12-17,13.0
2014-12-18,13.0
2014-12-19,13.0
2014-12-22,13.0
2014-12-23,13.0
2014-12-24,13.0
2014-12-29,13.0
2014-12-30,13.0
2015-01-02,13.0
2015-01-05,13.0
2015-01-06,13.0
2015-01-07,13.0
2015-01-08,13.0
2015-01-09,13.0
2015-01-12,13.0
2015-01-13,13.0
2015-01-14,13.0
2015-01-15,13.0
2015-01-16,13.0
2015-01-19,13.0
2015-01-20,13.0
2015-01-21,13.0
2015-01-22,13.0
2015-01-23,13.0
2015-01-26,13.0
2015-01-27,13.0
2015-01-28,13.0
2015-01-29,13.0
2015-01-30,13.0
2015-02-02,13.0
2015-02-03,13.0
2015-02-04,13.0
2015-02-05,13.0
2015-02-06,13.0
2015-02-09,13.0
2015-02-10,13.0
2015-02-11,13.0
2015-02-12,13.0
2015-02-13,13.0
2015-02-18,13.0
2015-02-19,13.0
2015-02-20,13.0
2015-02-23,13.0
2015-02-24,13.0
2015-02-25,13.0
2015-02-26,13.0
2015-02-27,13.0
2015-03-02,13.0
2015-03-03,13.0
2015-03-04,13.0
2015-03-05,13.0
2015-03-06,13.0
2015-03-09,13.0
2015-03-10,13.0
2015-03-11,13.0
2015-03-12,13.0
2015-03-13,13.0
2015-03-16,13.0
2015-03-17,13.0
2015-03-18,13.0
2015-03-19,13.0
2015-03-20,13.0
2015-03-25,13.0
2015-03-26,13.0
2015-03-27,13.0
2015-03-30,13.0
2015-03-31,13.0
2015-04-01,13.0
2015-04-06,13.0
2015-04-07,13.0
2015-04-08,13.0
2015-04-09,13.0
2015-04-10,13.0
2015-04-13,13.0
2015-04-14,13.0
2015-04-15,13.0
2015-04-16,13.0
2015-04-17,13.0
2015-04-20,13.0
2015-04-21,13.0
2015-04-22,13.0
2015-04-23,13.0
2015-04-24,13.0
2015-04-27,13.0
2015-04-28,13.0
2015-04-29,13.0
2015-04-30,13.0
2015-05-04,13.0
2015-05-05,13.0
2015-05-06,13.0
2015-05-07,13.0
2015-05-08,13.0
2015-05-11,13.0
2015-05-12,13.0
2015-05-13,13.0
2015-05-14,13.0
2015-05-15,13.0
2015-05-18,13.0
2015-05-19,13.0
2015-05-20,13.0
2015-05-21,13.0
2015-05-22,13.0
2015-05-26,13.0
2015-05-27,13.0
2015-05-28,13.0
2015-05-29,13.0
2015-06-01,13.0
2015-06-02,13.0
2015-06-03,13.0
2015-06-04,13.0
2015-06-05,13.0
2015-06-08,13.0
2015-06-09,13.0
2015-06-10,13.0
2015-06-11,13.0
2015-06-12,13.0
2015-06-15,13.0
2015-06-16,13.0
2015-06-17,13.0
2015-06-18,13.0
2015-06-19,13.0
2015-06-22,13.0
2015-06-23,13.0
2015-06-24,13.0
2015-06-25,13.0
2015-06-26,13.0
2015-06-29,13.0
2015-06-30,13.0
2015-07-01,13.0
2015-07-02,13.0
2015-07-03,13.0
2015-07-06,13.0
2015-07-07,13.0
2015-07-08,13.0
2015-07-10,13.0
2015-07-13,13.0
2015-07-14,13.0
2015-07-15,13.0
2015-07-16,13.0
2015-07-17,13.0
2015-07-20,13.0
2015-07-21,13.0
2015-07-22,13.0
2015-07-23,13.0
2015-07-24,13.0
2015-07-27,18.0
2015-07-28,18.0
2015-07-29,18.0
2015-07-30,18.0
2015-07-31,18.0
2015-08-03,18.0
2015-08-04,18.0
2015-08-05,18.0
2015-08-06,18.0
2015-08-07,18.0
2015-08-10,18.0
2015-08-11,18.0
2015-08-12,18.0
2015-08-13,18.0
2015-08-14,18.0
2015-08-18,18.0
2015-08-19,18.0
2015-08-20,18.0
2015-08-21,18.0
2015-08-24,18.0
2015-08-25,18.0
2015-08-26,18.0
2015-08-27,18.0
2015-08-28,18.0
2015-08-31,18.0
2015-09-01,18.0
2015-09-02,18.0
2015-09-03,18.0
2015-09-04,18.0
2015-09-07,18.0
2015-09-08,18.0
2015-09-09,18.0
2015-09-10,18.0
2015-09-11,18.0
2015-09-14,18.0
2015-09-15,18.0
2015-09-16,18.0
2015-09-17,18.0
2015-09-18,18.0
2015-09-21,18.0
2015-09-22,18.0
2015-09-23,18.0
2015-09-24,18.0
2015-09-25,18.0
2015-09-28,18.0
2015-09-29,18.0
2015-09-30,18.0
2015-10-01,18.0
2015-10-02,18.0
2015-10-05,18.0
2015-10-06,18.0
2015-10-07,18.0
2015-10-08,18.0
